,CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk,LoanPurpose_lab
2773,0_to_200,39,outstanding_credit,appliances,6277,unknown,greater_7,5,male,none,4,unknown,47,stores,own,3,unskilled,1,yes,yes,Risk,0
2774,no_checking,25,prior_payments_delayed,appliances,1749,100_to_500,1_to_4,2,female,none,2,savings_insurance,30,none,own,1,skilled,1,none,yes,No Risk,0
2775,0_to_200,27,credits_paid_to_date,radio_tv,4505,less_100,1_to_4,3,male,none,2,car_other,37,none,own,2,skilled,1,none,yes,No Risk,7
2776,no_checking,15,outstanding_credit,radio_tv,3722,100_to_500,4_to_7,4,male,none,4,car_other,32,stores,rent,1,unskilled,1,none,yes,No Risk,7
2777,no_checking,50,outstanding_credit,repairs,9426,greater_1000,4_to_7,5,male,co-applicant,5,car_other,42,none,free,3,management_self-employed,1,yes,yes,Risk,8
2778,0_to_200,4,all_credits_paid_back,car_new,576,100_to_500,unemployed,2,male,none,3,real_estate,19,stores,rent,1,unskilled,1,none,yes,No Risk,2
2779,no_checking,37,prior_payments_delayed,appliances,5060,500_to_1000,greater_7,5,male,none,5,car_other,44,none,own,2,skilled,1,none,yes,No Risk,0
2780,no_checking,18,credits_paid_to_date,furniture,3366,100_to_500,1_to_4,4,male,none,4,real_estate,19,none,own,1,management_self-employed,1,none,yes,Risk,5
2781,no_checking,31,prior_payments_delayed,car_used,7864,100_to_500,greater_7,4,male,co-applicant,4,unknown,51,none,free,2,skilled,1,yes,yes,Risk,3
2782,0_to_200,5,all_credits_paid_back,car_used,2994,100_to_500,4_to_7,3,male,none,2,real_estate,36,none,rent,1,skilled,1,none,yes,No Risk,3
2783,less_0,17,credits_paid_to_date,furniture,4622,less_100,1_to_4,3,female,none,2,savings_insurance,35,none,own,1,skilled,1,none,yes,No Risk,5
2784,no_checking,12,credits_paid_to_date,furniture,7114,less_100,1_to_4,3,male,none,3,savings_insurance,40,none,free,2,management_self-employed,1,none,yes,Risk,5
2785,less_0,11,credits_paid_to_date,vacation,3765,100_to_500,unemployed,3,female,none,3,real_estate,34,none,rent,2,management_self-employed,1,none,yes,No Risk,10
2786,no_checking,32,prior_payments_delayed,car_used,2022,unknown,greater_7,4,female,none,4,unknown,32,bank,own,2,unemployed,1,yes,yes,Risk,3
2787,0_to_200,25,prior_payments_delayed,business,3037,100_to_500,greater_7,4,male,none,4,savings_insurance,35,none,own,1,management_self-employed,1,none,yes,Risk,1
2788,0_to_200,24,credits_paid_to_date,business,703,greater_1000,1_to_4,3,female,none,2,real_estate,20,none,own,1,skilled,1,none,yes,No Risk,1
2789,less_0,11,prior_payments_delayed,furniture,1395,less_100,4_to_7,3,male,none,2,car_other,31,none,own,1,skilled,1,none,yes,No Risk,5
2790,no_checking,37,outstanding_credit,radio_tv,5821,unknown,greater_7,5,male,co-applicant,5,car_other,51,none,own,2,skilled,1,none,yes,Risk,7
2791,0_to_200,21,outstanding_credit,business,2900,100_to_500,1_to_4,4,male,none,3,unknown,49,none,own,2,skilled,1,yes,yes,No Risk,1
2792,0_to_200,16,all_credits_paid_back,furniture,250,less_100,1_to_4,3,female,none,2,real_estate,22,none,own,1,skilled,1,none,yes,No Risk,5
2793,0_to_200,35,prior_payments_delayed,car_used,2660,100_to_500,less_1,3,female,none,3,savings_insurance,29,none,rent,2,skilled,1,none,yes,No Risk,3
2794,no_checking,39,prior_payments_delayed,repairs,6263,500_to_1000,greater_7,5,male,none,5,car_other,48,none,free,2,skilled,1,yes,yes,Risk,8
2795,no_checking,27,prior_payments_delayed,appliances,5206,100_to_500,4_to_7,4,male,none,5,savings_insurance,38,none,own,1,skilled,1,none,yes,No Risk,0
2796,0_to_200,16,credits_paid_to_date,furniture,250,500_to_1000,4_to_7,3,male,none,3,savings_insurance,44,none,own,2,skilled,1,none,yes,No Risk,5
2797,less_0,12,no_credits,car_new,3147,less_100,less_1,1,male,none,2,real_estate,31,none,own,1,skilled,1,none,yes,No Risk,2
2798,greater_200,21,credits_paid_to_date,radio_tv,258,100_to_500,4_to_7,2,male,co-applicant,3,savings_insurance,39,bank,free,1,unemployed,1,yes,yes,Risk,7
2799,greater_200,23,outstanding_credit,car_used,3415,greater_1000,greater_7,3,male,none,3,unknown,44,bank,own,2,unemployed,1,yes,yes,Risk,3
2800,less_0,4,credits_paid_to_date,vacation,1576,less_100,less_1,2,female,none,2,car_other,31,none,own,1,skilled,1,none,yes,No Risk,10
2801,no_checking,29,prior_payments_delayed,appliances,4338,500_to_1000,4_to_7,4,male,none,4,car_other,48,none,own,2,management_self-employed,1,yes,yes,No Risk,0
2802,no_checking,17,credits_paid_to_date,radio_tv,6354,less_100,1_to_4,3,female,none,4,unknown,32,none,own,2,skilled,1,none,yes,Risk,7
2803,greater_200,36,prior_payments_delayed,appliances,4390,100_to_500,4_to_7,3,male,none,3,car_other,40,none,free,2,skilled,1,none,yes,Risk,0
2804,less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,19,bank,rent,1,unskilled,1,none,yes,No Risk,2
2805,no_checking,38,prior_payments_delayed,furniture,6199,unknown,greater_7,5,male,co-applicant,4,unknown,52,none,free,2,skilled,1,yes,yes,Risk,5
2806,no_checking,20,outstanding_credit,appliances,3437,unknown,greater_7,3,male,co-applicant,4,car_other,60,none,own,2,skilled,1,yes,yes,Risk,0
2807,less_0,9,all_credits_paid_back,car_used,687,less_100,less_1,2,female,none,1,savings_insurance,31,stores,own,2,unskilled,1,none,yes,No Risk,3
2808,0_to_200,22,outstanding_credit,furniture,2765,100_to_500,greater_7,4,male,none,2,unknown,40,none,own,1,skilled,1,yes,yes,No Risk,5
2809,0_to_200,19,prior_payments_delayed,education,4181,100_to_500,4_to_7,4,male,none,2,car_other,35,none,own,1,skilled,1,none,yes,No Risk,4
2810,0_to_200,19,prior_payments_delayed,retraining,4204,100_to_500,1_to_4,3,male,none,3,savings_insurance,37,none,own,1,management_self-employed,1,none,yes,No Risk,9
2811,less_0,19,credits_paid_to_date,furniture,1722,less_100,less_1,2,female,none,3,real_estate,21,none,own,1,skilled,1,none,yes,No Risk,5
2812,less_0,19,credits_paid_to_date,car_used,2634,less_100,less_1,1,male,none,1,real_estate,23,stores,own,1,unskilled,1,none,yes,No Risk,3
2813,no_checking,30,outstanding_credit,furniture,8404,unknown,4_to_7,4,male,co-applicant,3,car_other,56,none,free,2,skilled,1,yes,yes,Risk,5
2814,no_checking,12,credits_paid_to_date,car_used,2487,greater_1000,less_1,3,male,none,3,savings_insurance,45,none,own,1,management_self-employed,1,none,yes,No Risk,3
2815,no_checking,29,prior_payments_delayed,appliances,5488,100_to_500,4_to_7,4,female,none,4,car_other,52,none,own,2,skilled,1,none,yes,Risk,0
2816,no_checking,44,outstanding_credit,radio_tv,7689,unknown,greater_7,5,male,co-applicant,3,unknown,61,bank,own,3,unemployed,1,yes,yes,Risk,7
2817,0_to_200,16,credits_paid_to_date,car_new,1370,less_100,less_1,3,male,none,3,car_other,31,none,rent,1,skilled,1,none,yes,No Risk,2
2818,no_checking,26,outstanding_credit,furniture,6278,greater_1000,1_to_4,4,male,none,5,car_other,29,none,own,1,management_self-employed,1,yes,yes,No Risk,5
2819,less_0,9,all_credits_paid_back,car_new,250,less_100,less_1,2,male,co-applicant,2,savings_insurance,31,stores,own,1,skilled,1,none,yes,No Risk,2
2820,less_0,5,all_credits_paid_back,car_new,250,100_to_500,1_to_4,1,female,co-applicant,2,real_estate,31,stores,own,1,unskilled,1,yes,yes,No Risk,2
2821,greater_200,26,credits_paid_to_date,furniture,3308,100_to_500,4_to_7,4,female,none,4,car_other,55,none,own,2,management_self-employed,1,yes,yes,Risk,5
2822,less_0,19,prior_payments_delayed,car_new,1904,less_100,1_to_4,2,male,none,2,savings_insurance,25,none,own,1,skilled,1,none,yes,Risk,2
2823,no_checking,28,outstanding_credit,appliances,5069,500_to_1000,4_to_7,4,male,none,3,car_other,50,none,free,2,skilled,1,yes,yes,No Risk,0
2824,less_0,17,credits_paid_to_date,car_new,2549,less_100,4_to_7,3,female,none,3,real_estate,37,none,own,1,skilled,1,none,yes,No Risk,2
2825,0_to_200,20,credits_paid_to_date,furniture,4787,less_100,4_to_7,2,male,none,3,savings_insurance,32,none,own,2,skilled,1,none,no,No Risk,5
2826,no_checking,15,all_credits_paid_back,car_new,322,500_to_1000,1_to_4,3,male,none,3,real_estate,48,none,own,1,skilled,1,none,yes,No Risk,2
2827,less_0,10,all_credits_paid_back,car_used,2141,100_to_500,less_1,2,male,none,2,car_other,37,none,own,2,skilled,1,none,yes,No Risk,3
2828,no_checking,22,credits_paid_to_date,radio_tv,3855,500_to_1000,greater_7,4,female,none,4,car_other,46,none,own,2,skilled,1,none,yes,Risk,7
2829,no_checking,31,prior_payments_delayed,furniture,8220,100_to_500,greater_7,5,male,guarantor,5,car_other,56,stores,free,2,unskilled,1,yes,yes,Risk,5
2830,no_checking,10,credits_paid_to_date,furniture,6084,100_to_500,4_to_7,2,male,none,3,savings_insurance,37,none,own,2,skilled,1,none,yes,Risk,5
2831,0_to_200,23,credits_paid_to_date,furniture,4323,100_to_500,4_to_7,4,female,co-applicant,4,car_other,43,stores,own,2,unskilled,1,yes,yes,Risk,5
2832,0_to_200,13,prior_payments_delayed,vacation,2742,less_100,4_to_7,2,male,none,3,savings_insurance,34,none,own,1,skilled,1,yes,yes,No Risk,10
2833,no_checking,27,prior_payments_delayed,furniture,5494,100_to_500,greater_7,4,female,none,4,car_other,42,none,own,2,skilled,1,yes,yes,Risk,5
2834,less_0,22,credits_paid_to_date,car_used,3233,less_100,unemployed,1,female,none,2,real_estate,19,none,own,1,skilled,1,none,yes,No Risk,3
2835,less_0,16,credits_paid_to_date,furniture,4480,less_100,less_1,2,female,none,3,car_other,36,none,own,2,skilled,1,none,yes,No Risk,5
2836,less_0,16,prior_payments_delayed,retraining,1781,less_100,4_to_7,3,female,none,3,car_other,35,stores,rent,1,skilled,1,none,yes,No Risk,9
2837,no_checking,34,prior_payments_delayed,radio_tv,5890,500_to_1000,greater_7,3,male,none,3,savings_insurance,42,none,free,1,skilled,1,none,yes,No Risk,7
2838,0_to_200,29,credits_paid_to_date,business,3745,less_100,4_to_7,4,male,none,2,savings_insurance,26,none,own,1,skilled,1,yes,yes,Risk,1
2839,0_to_200,14,credits_paid_to_date,appliances,1980,less_100,4_to_7,2,male,none,2,real_estate,33,none,own,1,skilled,1,none,yes,No Risk,0
2840,0_to_200,19,prior_payments_delayed,car_used,2894,greater_1000,greater_7,2,male,none,2,car_other,33,bank,own,1,unemployed,1,none,yes,Risk,3
2841,greater_200,28,credits_paid_to_date,car_new,2761,500_to_1000,less_1,3,male,none,4,savings_insurance,37,none,rent,2,skilled,1,none,yes,No Risk,2
2842,no_checking,27,outstanding_credit,radio_tv,7621,500_to_1000,4_to_7,4,male,co-applicant,5,car_other,51,none,own,2,management_self-employed,1,none,yes,Risk,7
2843,less_0,22,credits_paid_to_date,car_used,2801,less_100,less_1,3,female,none,2,real_estate,25,none,own,1,skilled,1,none,yes,No Risk,3
2844,0_to_200,9,prior_payments_delayed,car_new,3244,less_100,1_to_4,3,male,none,2,savings_insurance,23,none,own,1,management_self-employed,1,none,yes,No Risk,2
2845,0_to_200,18,credits_paid_to_date,car_used,2829,less_100,1_to_4,2,male,none,3,savings_insurance,30,none,rent,1,skilled,1,none,yes,Risk,3
2846,no_checking,24,prior_payments_delayed,appliances,9361,100_to_500,4_to_7,4,male,co-applicant,3,unknown,44,none,own,2,skilled,1,yes,yes,Risk,0
2847,0_to_200,32,credits_paid_to_date,car_used,3862,100_to_500,less_1,2,male,none,2,savings_insurance,24,bank,rent,1,unemployed,1,yes,yes,No Risk,3
2848,0_to_200,13,credits_paid_to_date,car_new,1455,500_to_1000,4_to_7,3,male,none,3,savings_insurance,51,none,own,2,skilled,1,yes,yes,Risk,2
2849,no_checking,29,outstanding_credit,furniture,6000,greater_1000,4_to_7,3,male,none,4,unknown,57,none,own,2,skilled,1,yes,yes,Risk,5
2850,0_to_200,10,credits_paid_to_date,furniture,2190,less_100,4_to_7,3,male,co-applicant,3,car_other,44,none,free,1,skilled,1,yes,yes,No Risk,5
2851,no_checking,32,prior_payments_delayed,car_used,4756,unknown,4_to_7,4,male,none,3,savings_insurance,42,none,own,2,skilled,1,yes,yes,No Risk,3
2852,no_checking,23,prior_payments_delayed,car_used,6572,100_to_500,1_to_4,3,female,none,4,unknown,52,none,own,2,skilled,1,none,yes,Risk,3
2853,less_0,24,prior_payments_delayed,radio_tv,1964,500_to_1000,1_to_4,3,female,co-applicant,3,car_other,46,stores,own,1,unskilled,1,none,yes,Risk,7
2854,no_checking,23,credits_paid_to_date,radio_tv,2881,100_to_500,less_1,2,female,none,2,savings_insurance,37,none,free,1,skilled,1,none,yes,No Risk,7
2855,no_checking,33,outstanding_credit,repairs,7744,unknown,greater_7,4,male,co-applicant,5,unknown,56,none,free,3,skilled,1,yes,yes,Risk,8
2856,less_0,10,all_credits_paid_back,car_used,250,100_to_500,less_1,1,male,none,2,savings_insurance,36,none,rent,2,skilled,1,none,yes,No Risk,3
2857,0_to_200,27,credits_paid_to_date,car_used,3139,less_100,less_1,2,female,none,1,car_other,30,stores,own,1,skilled,1,none,yes,No Risk,3
2858,0_to_200,4,no_credits,car_new,4488,less_100,unemployed,2,male,none,1,savings_insurance,39,none,own,2,skilled,1,none,yes,No Risk,2
2859,no_checking,38,outstanding_credit,repairs,9497,500_to_1000,greater_7,5,male,co-applicant,4,unknown,65,none,own,2,skilled,1,yes,yes,Risk,8
2860,0_to_200,16,prior_payments_delayed,car_new,1680,100_to_500,less_1,3,male,none,2,savings_insurance,35,none,own,2,skilled,1,yes,yes,No Risk,2
2861,less_0,12,all_credits_paid_back,furniture,1329,less_100,less_1,1,female,none,1,savings_insurance,34,stores,own,3,skilled,1,none,yes,Risk,5
2862,0_to_200,4,all_credits_paid_back,car_new,952,100_to_500,1_to_4,1,male,none,1,real_estate,31,none,own,1,skilled,1,none,yes,No Risk,2
2863,less_0,9,all_credits_paid_back,appliances,496,less_100,1_to_4,2,female,none,1,savings_insurance,30,none,own,1,skilled,1,none,yes,No Risk,0
2864,less_0,16,credits_paid_to_date,radio_tv,250,less_100,4_to_7,2,male,none,2,savings_insurance,19,stores,own,1,unskilled,1,none,yes,Risk,7
2865,greater_200,26,prior_payments_delayed,business,6693,100_to_500,4_to_7,4,female,none,4,savings_insurance,39,stores,own,1,unskilled,1,yes,yes,No Risk,1
2866,no_checking,32,outstanding_credit,repairs,5606,greater_1000,greater_7,4,male,co-applicant,3,car_other,32,none,own,1,skilled,1,yes,yes,Risk,8
2867,less_0,25,credits_paid_to_date,furniture,1857,less_100,1_to_4,3,male,none,3,car_other,35,stores,own,2,unskilled,1,yes,yes,No Risk,5
2868,no_checking,21,prior_payments_delayed,radio_tv,4264,100_to_500,4_to_7,4,female,guarantor,3,savings_insurance,58,none,free,2,skilled,1,yes,yes,Risk,7
2869,0_to_200,28,credits_paid_to_date,furniture,3300,less_100,less_1,3,male,none,4,real_estate,29,none,own,2,skilled,1,none,yes,No Risk,5
2870,greater_200,25,outstanding_credit,car_used,1598,500_to_1000,4_to_7,3,female,none,2,savings_insurance,42,none,free,1,skilled,1,yes,yes,No Risk,3
2871,less_0,10,credits_paid_to_date,vacation,2129,less_100,less_1,1,female,none,2,savings_insurance,27,none,own,1,skilled,1,none,yes,No Risk,10
2872,0_to_200,24,credits_paid_to_date,radio_tv,1917,less_100,4_to_7,2,male,none,2,car_other,27,none,rent,1,skilled,1,yes,yes,No Risk,7
2873,less_0,8,prior_payments_delayed,car_new,3793,less_100,1_to_4,2,male,co-applicant,3,car_other,37,bank,own,1,unemployed,1,yes,yes,No Risk,2
2874,0_to_200,16,credits_paid_to_date,car_new,250,500_to_1000,4_to_7,1,female,none,3,real_estate,32,stores,own,1,unskilled,1,none,yes,No Risk,2
2875,less_0,18,no_credits,vacation,293,less_100,less_1,1,female,none,1,savings_insurance,24,stores,rent,1,skilled,1,none,yes,No Risk,10
2876,0_to_200,37,prior_payments_delayed,business,861,100_to_500,1_to_4,3,female,none,1,car_other,36,stores,own,2,skilled,1,none,yes,No Risk,1
2877,no_checking,30,prior_payments_delayed,car_used,4712,100_to_500,4_to_7,4,female,none,4,savings_insurance,50,none,own,2,skilled,1,yes,yes,Risk,3
2878,less_0,8,all_credits_paid_back,appliances,250,less_100,1_to_4,2,male,none,2,savings_insurance,22,none,rent,1,skilled,1,none,yes,No Risk,0
2879,no_checking,39,credits_paid_to_date,car_used,7691,500_to_1000,greater_7,5,male,co-applicant,4,car_other,41,stores,own,2,unskilled,1,none,yes,No Risk,3
2880,less_0,4,all_credits_paid_back,repairs,917,less_100,unemployed,1,male,co-applicant,1,savings_insurance,40,stores,own,1,unskilled,1,yes,yes,No Risk,8
2881,0_to_200,25,outstanding_credit,appliances,2992,500_to_1000,4_to_7,3,male,none,2,car_other,41,none,own,2,skilled,1,none,no,No Risk,0
2882,less_0,4,all_credits_paid_back,car_used,250,less_100,less_1,1,male,none,2,real_estate,32,stores,rent,1,skilled,1,none,yes,No Risk,3
2883,no_checking,31,prior_payments_delayed,car_used,5355,100_to_500,1_to_4,2,female,none,2,unknown,48,none,own,2,skilled,1,yes,yes,Risk,3
2884,greater_200,4,prior_payments_delayed,furniture,400,less_100,1_to_4,2,female,none,3,savings_insurance,35,none,own,1,skilled,1,none,yes,No Risk,5
2885,greater_200,21,outstanding_credit,appliances,4943,100_to_500,4_to_7,4,female,none,4,unknown,49,none,own,1,skilled,1,none,yes,No Risk,0
2886,less_0,9,credits_paid_to_date,car_new,2421,less_100,1_to_4,3,female,none,2,savings_insurance,32,none,own,2,skilled,1,none,yes,No Risk,2
2887,less_0,23,prior_payments_delayed,furniture,7095,less_100,1_to_4,4,female,none,3,car_other,40,none,own,2,skilled,1,none,yes,No Risk,5
2888,no_checking,28,outstanding_credit,vacation,6885,500_to_1000,4_to_7,5,male,co-applicant,5,unknown,40,none,free,2,management_self-employed,1,yes,yes,Risk,10
2889,no_checking,26,outstanding_credit,furniture,8166,greater_1000,greater_7,5,female,co-applicant,4,unknown,56,none,own,2,skilled,1,none,no,Risk,5
2890,0_to_200,4,all_credits_paid_back,education,250,less_100,less_1,2,male,none,2,real_estate,19,stores,rent,1,unskilled,1,none,yes,No Risk,4
2891,less_0,12,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,1,savings_insurance,39,bank,rent,1,unemployed,1,yes,yes,No Risk,2
2892,no_checking,23,outstanding_credit,car_used,1968,500_to_1000,1_to_4,3,female,none,3,real_estate,34,none,own,1,skilled,1,none,yes,No Risk,3
2893,less_0,30,credits_paid_to_date,appliances,2490,less_100,1_to_4,3,male,none,3,car_other,28,none,own,2,skilled,1,yes,yes,No Risk,0
2894,less_0,16,credits_paid_to_date,car_new,250,less_100,4_to_7,3,female,co-applicant,1,savings_insurance,47,stores,own,1,unskilled,1,none,yes,No Risk,2
2895,greater_200,21,prior_payments_delayed,retraining,6692,less_100,1_to_4,4,female,none,4,car_other,37,none,own,1,management_self-employed,1,none,yes,No Risk,9
2896,no_checking,37,outstanding_credit,radio_tv,5449,unknown,1_to_4,3,male,none,4,savings_insurance,32,none,free,2,skilled,1,yes,yes,Risk,7
2897,no_checking,27,prior_payments_delayed,furniture,6758,500_to_1000,greater_7,4,male,co-applicant,4,car_other,52,none,own,2,management_self-employed,1,yes,yes,Risk,5
2898,0_to_200,4,credits_paid_to_date,car_used,250,less_100,less_1,2,female,none,1,savings_insurance,30,none,own,1,skilled,1,none,yes,No Risk,3
2899,0_to_200,36,credits_paid_to_date,appliances,7469,less_100,1_to_4,3,male,none,4,car_other,29,none,own,1,skilled,1,none,yes,No Risk,0
2900,greater_200,4,prior_payments_delayed,repairs,1289,less_100,1_to_4,3,female,co-applicant,4,real_estate,50,none,own,1,skilled,1,yes,yes,No Risk,8
2901,no_checking,29,prior_payments_delayed,car_used,4216,greater_1000,4_to_7,3,female,co-applicant,4,savings_insurance,43,stores,own,2,unskilled,1,yes,yes,Risk,3
2902,no_checking,25,prior_payments_delayed,car_used,3290,100_to_500,1_to_4,3,male,none,3,real_estate,23,stores,own,1,unskilled,1,none,yes,Risk,3
2903,0_to_200,32,credits_paid_to_date,other,2909,greater_1000,4_to_7,4,female,none,3,car_other,35,none,own,2,skilled,1,yes,yes,No Risk,6
2904,less_0,27,credits_paid_to_date,retraining,250,100_to_500,1_to_4,1,female,none,1,car_other,19,stores,rent,1,unskilled,1,none,yes,Risk,9
2905,greater_200,22,outstanding_credit,car_used,6289,500_to_1000,4_to_7,3,male,none,3,car_other,40,none,own,3,skilled,1,yes,yes,Risk,3
2906,no_checking,10,credits_paid_to_date,car_new,1586,less_100,1_to_4,2,male,none,4,real_estate,51,none,rent,1,management_self-employed,1,yes,yes,No Risk,2
2907,no_checking,36,outstanding_credit,retraining,10279,500_to_1000,greater_7,5,male,co-applicant,4,car_other,50,none,free,2,management_self-employed,1,yes,yes,Risk,9
2908,greater_200,23,prior_payments_delayed,repairs,4526,greater_1000,greater_7,4,male,none,4,car_other,32,stores,own,2,unskilled,1,yes,yes,No Risk,8
2909,less_0,9,all_credits_paid_back,car_new,250,100_to_500,less_1,2,male,none,2,savings_insurance,20,none,own,2,skilled,1,none,yes,No Risk,2
2910,0_to_200,12,credits_paid_to_date,vacation,3189,500_to_1000,4_to_7,3,female,co-applicant,1,savings_insurance,34,bank,own,2,unemployed,1,none,yes,Risk,10
2911,less_0,20,prior_payments_delayed,retraining,1466,less_100,less_1,3,female,none,2,car_other,24,none,rent,1,skilled,1,none,yes,No Risk,9
2912,0_to_200,4,prior_payments_delayed,furniture,2571,500_to_1000,4_to_7,3,female,none,2,car_other,38,none,own,2,skilled,1,none,yes,No Risk,5
2913,0_to_200,27,credits_paid_to_date,furniture,2947,greater_1000,1_to_4,3,female,none,3,real_estate,33,none,own,1,skilled,1,none,yes,No Risk,5
2914,greater_200,10,prior_payments_delayed,vacation,362,greater_1000,1_to_4,3,male,none,2,real_estate,19,none,rent,1,management_self-employed,1,none,yes,No Risk,10
2915,less_0,29,credits_paid_to_date,furniture,2440,less_100,4_to_7,3,male,none,3,savings_insurance,39,none,own,1,skilled,1,yes,yes,Risk,5
2916,no_checking,20,credits_paid_to_date,car_new,6065,greater_1000,1_to_4,3,female,none,2,savings_insurance,36,none,own,2,skilled,1,none,no,No Risk,2
2917,no_checking,44,prior_payments_delayed,radio_tv,6100,500_to_1000,greater_7,5,male,co-applicant,5,savings_insurance,52,none,free,2,skilled,1,yes,yes,Risk,7
2918,less_0,5,prior_payments_delayed,car_new,480,100_to_500,1_to_4,1,female,co-applicant,2,savings_insurance,40,stores,own,1,unskilled,1,yes,yes,No Risk,2
2919,0_to_200,17,prior_payments_delayed,radio_tv,5493,100_to_500,1_to_4,2,male,none,3,unknown,44,none,own,1,skilled,1,yes,no,No Risk,7
2920,less_0,4,all_credits_paid_back,appliances,250,less_100,unemployed,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,0
2921,0_to_200,21,credits_paid_to_date,furniture,2664,less_100,1_to_4,2,male,none,3,car_other,40,none,rent,1,skilled,1,none,yes,Risk,5
2922,no_checking,16,credits_paid_to_date,car_new,2467,100_to_500,1_to_4,3,male,none,3,car_other,37,none,rent,1,skilled,1,yes,yes,No Risk,2
2923,0_to_200,16,credits_paid_to_date,repairs,5187,less_100,4_to_7,4,male,none,4,unknown,36,none,own,1,skilled,1,none,yes,Risk,8
2924,less_0,4,credits_paid_to_date,car_new,632,100_to_500,1_to_4,1,female,co-applicant,2,real_estate,24,stores,own,1,skilled,1,none,yes,No Risk,2
2925,greater_200,35,all_credits_paid_back,business,4231,500_to_1000,1_to_4,4,female,none,2,savings_insurance,29,none,own,1,skilled,1,none,yes,Risk,1
2926,0_to_200,20,credits_paid_to_date,car_new,250,greater_1000,4_to_7,3,female,none,3,savings_insurance,20,stores,rent,1,skilled,1,none,yes,Risk,2
2927,less_0,14,all_credits_paid_back,vacation,1886,less_100,4_to_7,2,female,none,2,real_estate,32,stores,rent,1,skilled,1,none,yes,No Risk,10
2928,greater_200,20,credits_paid_to_date,radio_tv,3299,greater_1000,4_to_7,4,female,none,3,car_other,57,none,free,2,skilled,1,yes,yes,Risk,7
2929,0_to_200,29,outstanding_credit,car_used,2750,100_to_500,4_to_7,4,male,none,3,unknown,39,bank,own,1,unemployed,1,yes,yes,Risk,3
2930,less_0,12,all_credits_paid_back,appliances,532,less_100,less_1,1,male,none,1,car_other,20,stores,rent,1,skilled,1,none,yes,No Risk,0
2931,no_checking,51,outstanding_credit,radio_tv,9470,greater_1000,greater_7,5,male,co-applicant,3,unknown,51,none,free,2,skilled,1,yes,yes,Risk,7
2932,no_checking,17,credits_paid_to_date,car_new,4252,100_to_500,less_1,2,male,none,2,car_other,36,none,free,1,skilled,1,none,yes,No Risk,2
2933,no_checking,26,prior_payments_delayed,appliances,4430,unknown,less_1,2,female,none,2,car_other,49,none,rent,2,skilled,1,none,yes,No Risk,0
2934,less_0,8,all_credits_paid_back,vacation,250,100_to_500,1_to_4,2,female,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,10
2935,no_checking,41,outstanding_credit,retraining,7089,greater_1000,greater_7,5,male,co-applicant,4,car_other,44,stores,free,3,unskilled,1,yes,yes,No Risk,9
2936,no_checking,8,credits_paid_to_date,car_used,376,less_100,1_to_4,3,female,none,3,real_estate,26,none,rent,1,management_self-employed,1,none,yes,No Risk,3
2937,no_checking,33,prior_payments_delayed,vacation,7651,unknown,greater_7,4,male,co-applicant,3,car_other,46,none,own,2,skilled,1,yes,yes,Risk,10
2938,0_to_200,9,prior_payments_delayed,furniture,250,less_100,less_1,1,male,none,3,savings_insurance,31,none,own,1,skilled,1,yes,yes,No Risk,5
2939,greater_200,30,prior_payments_delayed,car_used,4577,100_to_500,1_to_4,4,female,none,3,savings_insurance,35,none,own,2,skilled,1,none,yes,No Risk,3
2940,no_checking,34,prior_payments_delayed,appliances,6096,500_to_1000,greater_7,5,female,none,5,car_other,40,none,own,2,skilled,1,none,yes,Risk,0
2941,0_to_200,16,credits_paid_to_date,vacation,5118,less_100,4_to_7,4,male,none,4,unknown,31,none,own,1,skilled,1,none,yes,No Risk,10
2942,no_checking,26,outstanding_credit,business,6764,unknown,greater_7,4,male,none,3,unknown,58,none,free,2,skilled,1,yes,yes,No Risk,1
2943,0_to_200,20,credits_paid_to_date,appliances,3526,500_to_1000,1_to_4,3,male,none,3,car_other,39,none,rent,1,skilled,1,yes,yes,No Risk,0
2944,no_checking,33,prior_payments_delayed,appliances,3980,500_to_1000,greater_7,5,female,none,5,unknown,39,stores,own,2,unskilled,1,yes,yes,Risk,0
2945,0_to_200,23,outstanding_credit,business,3752,100_to_500,less_1,3,male,none,4,savings_insurance,34,none,own,1,management_self-employed,1,none,yes,No Risk,1
2946,0_to_200,4,all_credits_paid_back,car_new,982,less_100,less_1,2,male,none,1,real_estate,20,bank,rent,1,unskilled,1,none,yes,No Risk,2
2947,no_checking,30,prior_payments_delayed,business,4926,100_to_500,1_to_4,4,male,none,3,savings_insurance,40,none,own,2,management_self-employed,1,yes,yes,No Risk,1
2948,no_checking,48,outstanding_credit,radio_tv,7897,greater_1000,4_to_7,5,female,co-applicant,3,unknown,58,bank,own,2,unemployed,1,yes,yes,No Risk,7
